SampleIdx,F_990Hz,F_992Hz,F_994Hz,F_996Hz,F_998Hz,F_1000Hz,F_1002Hz,F_1004Hz,F_1006Hz,F_1008Hz,F_1010Hz
4416,2109.75,21365.42,4869.33,8004.35,8496.90,3643.22,1780.05,1710.37,3197.15,83.06,1943.46
4432,2126.86,21478.46,4918.91,7976.11,8446.17,3615.55,1796.69,1736.82,3207.17,84.51,1919.97
4448,2180.73,21622.51,4969.25,7873.12,8328.20,3617.02,1849.69,1782.40,3171.15,78.64,1909.91
4464,2191.78,21619.25,4961.85,7854.90,8319.19,3632.17,1854.32,1778.23,3156.97,76.44,1922.92
4480,2281.93,21686.25,4953.35,7691.73,8193.60,3718.33,1918.98,1789.92,3051.46,60.75,1988.91
4496,2443.13,21719.39,4894.89,7429.00,8032.66,3906.30,2008.03,1771.48,2874.24,38.80,2136.26
4512,2608.69,21976.83,4943.99,7137.33,7789.28,4057.42,2138.63,1803.35,2694.80,20.83,2275.04
4528,2737.60,22221.21,5002.16,6911.28,7597.88,4179.63,2243.35,1826.78,2559.21,11.18,2393.65
4544,2934.25,22479.73,5034.42,6609.61,7394.28,4398.40,2360.21,1812.29,2390.29,6.43,2579.15
4560,3167.69,22697.91,5031.10,6299.13,7236.16,4677.14,2458.77,1756.28,2240.13,12.92,2784.52
4576,3338.70,23075.11,5132.09,6023.25,7028.41,4884.02,2586.61,1755.39,2100.31,22.93,2967.94
4592,3551.28,23462.24,5217.95,5723.63,6848.08,5152.96,2703.32,1718.20,1981.50,44.74,3160.16
4608,3801.34,23930.58,5326.46,5389.52,6665.43,5480.92,2829.51,1663.51,1876.76,80.81,3366.48
4624,3937.20,24209.39,5395.91,5210.66,6574.35,5666.95,2893.93,1627.97,1837.07,104.86,3464.67
4640,4107.17,24581.91,5491.64,4989.46,6472.79,5909.46,2966.04,1573.78,1810.09,138.83,3564.14
4656,4324.84,25040.07,5604.42,4728.54,6382.89,6221.21,3034.06,1489.98,1815.72,185.33,3645.31
4672,4548.17,25578.57,5751.73,4454.36,6293.13,6564.30,3105.64,1399.04,1848.29,240.98,3704.10
4688,4696.59,26463.96,6103.15,4092.74,6025.80,6988.40,3312.24,1362.34,1825.78,333.40,3881.40
4704,4768.07,27214.49,6431.93,3814.37,5787.22,7332.46,3505.23,1351.31,1814.32,419.74,4030.92
4720,4791.87,27766.13,6689.01,3621.70,5611.46,7586.95,3650.66,1345.35,1821.04,487.49,4123.97
4736,4779.00,28408.02,7013.14,3408.41,5391.54,7888.93,3838.01,1347.42,1837.41,575.60,4231.29
4752,4655.87,28774.50,7268.23,3301.29,5169.60,8053.16,4028.95,1398.28,1806.97,651.36,4374.08
4768,4525.14,28954.22,7439.90,3255.22,4997.98,8140.36,4181.25,1453.30,1772.14,709.87,4496.48
4784,4438.45,29037.08,7537.90,3234.83,4896.31,8190.21,4273.18,1486.62,1754.87,745.94,4564.56
4800,4407.51,29119.53,7597.75,3209.65,4853.65,8237.91,4308.78,1489.21,1762.89,760.93,4571.59
4816,4397.88,29215.66,7647.95,3178.85,4834.29,8287.81,4319.84,1477.74,1781.82,765.54,4551.24
4832,4382.18,29492.05,7784.53,3088.41,4795.77,8434.01,4333.63,1433.73,1846.90,770.68,4467.93
4848,4345.29,29915.80,8003.86,2950.61,4737.02,8665.47,4352.24,1363.50,1953.77,774.80,4327.98
4864,4212.88,30454.65,8356.42,2769.60,4594.75,9026.52,4436.18,1281.01,2116.30,800.32,4134.11
4880,4037.04,31157.95,8830.49,2540.31,4432.85,9514.11,4527.52,1166.43,2350.07,821.82,3854.99
4896,3813.52,31813.72,9343.25,2327.92,4247.84,10044.71,4651.98,1060.97,2612.03,853.41,3564.39
4912,3653.08,32485.27,9813.72,2129.07,4155.18,10518.44,4692.66,947.58,2853.83,847.33,3293.27
4928,3481.90,33022.42,10246.69,1969.65,4061.97,10959.58,4745.90,854.51,3080.98,845.01,3056.26
4944,3306.32,33388.80,10618.21,1855.09,3961.71,11351.33,4817.33,785.30,3284.50,849.97,2859.87
4960,3239.10,33740.27,10855.10,1763.66,3971.14,11559.69,4781.49,727.07,3378.97,818.19,2768.86
4976,3189.04,34063.09,11057.08,1683.06,4002.67,11717.58,4722.95,675.70,3438.58,778.68,2717.03
4992,3056.80,34246.21,11312.95,1615.24,3949.92,11992.92,4745.21,623.27,3570.46,759.14,2608.43
5008,2868.24,34215.44,11572.27,1579.29,3813.99,12358.30,4855.29,577.86,3769.91,763.53,2450.05
5024,2718.80,34012.36,11724.31,1586.36,3666.56,12657.17,4992.87,555.00,3951.63,783.66,2311.58
5040,2566.29,33931.63,11943.97,1565.89,3562.60,12986.87,5071.87,514.12,4119.91,773.37,2205.57
5056,2431.77,33952.55,12182.88,1527.73,3510.34,13280.92,5088.76,467.54,4238.76,740.94,2154.34
5072,2254.35,33755.56,12454.68,1518.91,3385.52,13734.21,5177.21,413.60,4450.79,711.20,2063.95
5088,2096.52,33136.48,12621.13,1595.91,3149.38,14311.84,5410.07,377.99,4788.65,714.42,1913.40
5104,1961.87,32461.83,12794.98,1692.36,2920.80,14944.77,5646.25,345.65,5141.91,711.19,1803.27
5120,1915.28,31772.70,12831.17,1817.47,2714.73,15446.19,5890.45,339.80,5457.82,727.88,1715.98
5136,1855.99,31200.54,12966.28,1914.99,2562.62,15982.44,6055.95,319.37,5716.77,711.15,1709.72
5152,1852.18,30620.71,13008.66,2031.05,2417.49,16445.28,6233.94,314.12,5961.92,706.58,1711.95
5168,1877.00,30025.23,13022.09,2158.83,2278.65,16902.96,6411.28,313.56,6197.33,700.61,1738.10
5184,1899.73,29649.74,13038.02,2240.77,2198.94,17203.77,6510.83,311.54,6332.11,689.83,1776.37
5200,1931.10,29402.34,13010.07,2301.08,2142.92,17377.23,6588.66,315.45,6425.78,688.83,1795.91
5216,1938.81,29371.27,12991.86,2311.60,2132.14,17389.65,6609.73,319.37,6448.71,694.20,1790.58
5232,1927.69,29415.33,13007.49,2299.54,2142.65,17358.77,6598.55,319.91,6438.47,697.90,1781.02
5248,1959.58,29146.38,13023.65,2353.21,2102.67,17579.12,6618.74,306.47,6465.03,665.74,1848.29
5264,2031.33,28766.21,12973.90,2445.75,2031.87,17874.09,6681.58,296.60,6527.33,629.31,1938.42
5280,2149.71,28466.41,12717.21,2574.58,1913.45,18096.33,6878.07,319.73,6717.32,629.00,2004.79
5296,2226.61,28324.31,12524.47,2658.76,1835.09,18220.66,7022.90,340.50,6855.71,633.29,2051.00
5312,2319.89,28182.97,12276.91,2765.28,1738.33,18382.05,7207.68,367.52,7026.97,634.69,2124.61
5328,2422.22,27978.95,12057.34,2881.93,1645.83,18611.73,7357.15,383.00,7147.86,616.37,2223.34
5344,2580.26,27618.13,11781.56,3058.97,1523.92,19013.99,7515.84,389.88,7242.57,567.88,2382.51
5360,2727.79,27283.57,11550.57,3222.25,1423.99,19400.47,7627.30,389.91,7281.03,517.00,2524.77
5376,2945.81,26678.20,11359.63,3436.21,1331.15,19977.96,7628.17,358.11,7161.33,429.01,2672.51
5392,3159.10,26139.23,11174.67,3645.45,1253.35,20523.36,7616.33,330.41,7023.71,352.61,2794.45
5408,3349.34,25677.75,11031.05,3827.24,1200.13,20990.08,7576.48,304.48,6869.74,292.57,2873.40
5424,3518.91,25308.55,10887.69,3994.50,1155.22,21401.59,7543.18,284.82,6728.47,245.56,2930.95
5440,3700.00,24890.96,10794.70,4153.56,1135.22,21790.91,7443.04,255.58,6530.12,207.60,2933.92
5456,3896.79,24387.75,10797.72,4285.97,1156.64,22106.17,7247.54,214.09,6276.34,188.12,2857.97
5472,4066.45,24005.79,10760.06,4416.42,1168.16,22397.61,7100.18,184.45,6068.27,175.80,2794.43
5488,4148.38,23866.22,10685.30,4504.84,1157.72,22593.35,7057.96,174.77,5969.83,166.10,2779.40
5504,4234.20,23765.66,10543.78,4629.51,1130.69,22870.10,7033.03,167.28,5852.43,152.79,2768.79
5520,4250.58,23824.56,10393.72,4719.33,1089.05,23090.61,7076.26,171.63,5794.39,137.14,2793.10
5536,4283.14,23836.23,10262.67,4813.18,1060.42,23307.67,7077.85,170.02,5709.46,129.16,2783.15
5552,4393.72,23651.50,10187.68,4922.77,1071.37,23499.70,6961.34,151.25,5573.80,139.67,2698.33
5568,4514.21,23513.18,10013.01,5103.97,1067.43,23841.86,6829.38,131.01,5374.18,154.74,2583.12
5584,4571.00,23522.46,9814.20,5270.55,1045.03,24187.51,6757.39,121.23,5201.36,166.73,2494.46
5600,4562.04,23666.98,9605.89,5414.50,1005.18,24530.90,6741.84,120.64,5048.88,175.53,2426.61
5616,4532.50,23853.87,9396.06,5556.02,964.08,24878.00,6730.62,122.21,4897.22,188.73,2353.88
5632,4479.74,24123.79,9128.46,5740.12,915.74,25325.22,6704.37,124.86,4702.88,214.06,2248.80
5648,4458.72,24397.72,8776.40,6024.15,886.05,25906.71,6574.38,119.47,4446.96,268.61,2076.50
5664,4371.27,24851.64,8368.42,6343.97,842.25,26612.73,6464.64,125.84,4156.82,340.87,1885.05
5680,4209.27,25410.52,8030.90,6585.43,780.48,27263.87,6453.09,149.39,3903.40,408.27,1732.20
5696,4041.32,25998.01,7693.46,6845.74,730.70,27936.68,6416.64,176.03,3656.03,490.12,1574.03
5712,3954.78,26268.65,7564.66,6943.74,706.75,28223.38,6414.10,190.75,3553.08,527.46,1508.63
5728,3911.15,26364.46,7548.72,6945.65,690.14,28302.18,6444.81,199.40,3520.35,537.17,1491.98
5744,3852.97,26542.47,7462.74,7018.29,680.76,28486.50,6417.02,204.84,3464.33,561.99,1452.22
5760,3723.58,26858.38,7382.24,7069.52,638.96,28806.12,6458.56,229.48,3344.27,609.69,1376.92
5776,3628.36,27058.09,7372.93,7060.75,598.71,29018.52,6531.58,254.25,3252.27,645.86,1322.28
5792,3539.34,27292.78,7299.54,7124.84,579.80,29261.52,6517.48,266.11,3182.57,679.90,1276.75
5808,3495.88,27408.72,7261.64,7160.13,572.77,29376.92,6502.34,270.07,3155.50,694.03,1259.76
5824,3512.94,27360.04,7278.42,7144.04,576.46,29316.78,6508.68,267.28,3173.33,684.37,1272.28
5840,3419.03,27649.12,7131.01,7292.25,588.17,29533.20,6380.58,254.83,3178.89,689.08,1280.34
5856,3270.81,28086.89,6945.11,7488.08,594.98,29899.74,6219.12,245.54,3171.45,705.54,1286.88
5872,3164.52,28406.98,6810.22,7636.13,605.71,30144.92,6093.27,236.29,3188.12,708.80,1309.50
5888,3107.69,28594.65,6707.56,7745.58,628.09,30206.01,5996.31,221.26,3240.79,690.05,1349.97
5904,3076.12,28710.32,6626.27,7828.42,654.30,30168.41,5925.09,205.14,3304.23,662.80,1392.06
5920,3058.58,28764.31,6601.52,7856.60,659.92,30183.13,5900.53,200.95,3321.63,655.66,1404.95
5936,3089.26,28626.92,6773.98,7713.62,586.47,30553.35,5988.92,240.45,3173.72,730.48,1336.53
5952,3103.86,28568.98,6919.26,7621.07,523.08,31010.26,6023.18,277.14,3062.47,798.13,1306.24
5968,3125.95,28516.48,7035.88,7557.83,478.52,31386.25,6033.02,305.17,2996.18,845.78,1303.67
5984,3215.67,28290.86,7248.12,7412.76,416.70,31816.31,6098.27,352.43,2891.13,920.65,1292.06
6000,3321.41,28029.15,7450.62,7267.08,366.47,32148.45,6172.51,397.33,2802.68,987.92,1287.31
6016,3416.50,27771.88,7596.94,7134.79,335.51,32249.72,6268.99,431.56,2725.00,1040.60,1265.12
6032,3484.07,27584.25,7695.34,7039.70,315.84,32295.99,6342.77,456.26,2670.04,1078.60,1250.16
6048,3569.06,27352.75,7819.51,6925.12,291.63,32387.04,6422.16,487.20,2612.40,1122.86,1246.84
6064,3629.43,27209.14,7910.89,6860.83,274.47,32525.25,6443.96,504.91,2595.23,1142.50,1264.49
6080,3744.16,26923.43,8080.78,6732.30,244.02,32763.88,6491.95,539.71,2566.22,1178.34,1304.55
6096,3849.89,26635.43,8235.00,6595.04,217.59,32923.32,6568.19,578.20,2525.29,1221.32,1336.46
6112,3901.92,26507.88,8310.01,6540.45,205.80,33032.84,6583.66,592.55,2521.01,1232.65,1359.50
6128,3949.71,26394.45,8377.96,6495.06,195.72,33142.31,6588.40,603.21,2524.73,1237.61,1383.18
6144,3991.94,26398.61,8416.23,6552.18,196.63,33353.14,6458.87,574.44,2605.80,1183.23,1402.55
6160,4111.72,26217.37,8561.68,6543.63,185.57,33739.17,6316.73,555.05,2714.33,1120.20,1456.04
6176,4217.53,26011.64,8700.11,6497.05,173.12,34038.27,6239.17,551.59,2786.84,1083.02,1504.04
6192,4272.86,25915.02,8767.74,6483.51,168.90,34187.51,6190.50,546.19,2827.57,1060.91,1522.48
6208,4392.07,25623.49,8944.23,6388.40,151.71,34529.63,6125.72,550.07,2911.00,1020.29,1580.06
6224,4581.85,25092.61,9257.14,6184.91,120.80,35117.66,6045.39,568.85,3055.94,956.06,1687.88
6240,4751.18,24638.62,9533.81,6025.42,100.72,35644.81,5950.91,578.18,3199.99,891.71,1766.00
6256,4898.51,24235.48,9784.37,5885.25,86.61,36126.37,5856.56,584.08,3339.87,830.00,1825.20
6272,5025.11,23870.82,10014.28,5754.02,76.20,36570.72,5769.03,589.64,3473.44,772.90,1872.07
6288,5134.77,23579.10,10203.61,5666.70,72.49,36930.77,5675.85,585.07,3584.46,723.57,1887.59
6304,5188.06,23377.23,10334.68,5575.62,67.06,37202.01,5630.78,592.08,3671.66,688.85,1913.64
6320,5206.23,23245.25,10421.33,5494.07,61.54,37400.64,5612.00,603.09,3738.48,664.31,1939.85
6336,5292.89,22997.97,10587.61,5428.81,63.44,37702.51,5512.71,588.87,3825.92,624.83,1916.85
6352,5348.57,22824.44,10706.21,5378.99,65.27,37920.18,5442.25,578.86,3887.94,597.71,1897.23
6368,5395.16,22782.09,10729.41,5413.42,70.36,37897.01,5418.20,566.47,3868.64,603.16,1878.99
6384,5412.99,22751.52,10748.24,5414.52,71.53,37916.25,5407.51,563.94,3873.01,600.86,1875.93
6400,5392.47,22771.69,10737.33,5393.17,68.35,37944.89,5419.71,572.67,3896.51,592.23,1888.98
6416,5301.01,23026.71,10566.16,5406.30,58.01,37766.46,5543.95,615.11,3907.36,592.99,1966.44
6432,5186.43,23245.36,10435.87,5358.15,45.88,37766.15,5630.18,656.87,3982.71,568.74,2019.94
6448,5076.12,23580.11,10220.39,5363.46,34.95,37613.55,5779.14,716.77,4046.95,553.18,2105.97
6464,5009.11,23774.42,10100.23,5353.41,28.76,37574.18,5856.74,752.71,4108.59,535.47,2145.45
6480,4919.95,23992.22,9977.23,5315.54,21.55,37619.39,5918.05,788.55,4204.39,505.17,2163.41
6496,4800.75,24133.76,9933.88,5206.02,14.37,37888.50,5887.81,797.28,4318.42,464.59,2116.24
6512,4680.09,24196.71,9958.53,5067.00,9.82,38264.77,5793.94,782.31,4411.29,430.45,2032.54
6528,4546.47,24427.74,9872.66,4954.67,4.98,38574.26,5761.80,793.68,4545.85,388.05,1964.17
6544,4431.67,24767.52,9702.37,4883.37,1.34,38795.75,5785.52,827.19,4709.14,341.58,1909.43
6560,4366.66,25123.12,9494.88,4864.23,0.10,38904.73,5852.54,874.51,4874.60,298.51,1870.60
6576,4313.54,25469.92,9295.37,4845.38,1.49,39042.57,5904.49,916.75,5036.18,260.04,1818.10
6592,4264.94,25764.41,9137.00,4814.99,4.71,39223.03,5921.68,943.73,5168.66,231.57,1755.28
6608,4249.40,25975.19,9013.79,4807.29,8.15,39334.54,5941.32,965.56,5265.89,212.50,1708.72
6624,4155.08,26219.83,8941.83,4707.62,12.98,39690.87,5848.51,944.80,5306.99,209.74,1631.49
6640,4039.84,26484.06,8886.81,4579.94,19.87,40124.46,5715.07,907.02,5310.93,218.99,1557.00
6656,3910.58,26704.94,8882.31,4435.75,27.50,40560.07,5554.25,853.10,5254.59,242.93,1512.73
6672,3822.98,26703.96,8971.63,4346.85,29.14,40727.99,5452.30,809.22,5153.68,267.69,1533.10
6688,3818.44,26699.99,8977.84,4340.72,29.44,40747.65,5442.48,805.33,5147.40,270.20,1531.01
6704,3758.10,26631.88,9079.27,4293.24,28.44,40757.96,5398.58,781.49,5065.59,284.59,1572.68
6720,3701.92,26469.95,9226.93,4269.52,24.93,40636.22,5395.24,770.87,4992.65,291.46,1629.36
6736,3666.08,26258.65,9378.10,4279.13,20.24,40415.27,5437.76,779.29,4960.31,287.23,1676.58
6752,3591.55,26037.37,9582.95,4268.31,17.20,40163.66,5481.09,787.79,4910.31,284.37,1743.44
6768,3516.90,25869.51,9762.90,4253.65,16.61,39951.69,5521.09,798.20,4874.83,281.51,1797.95
6784,3458.42,25762.83,9894.38,4241.14,17.28,39792.38,5555.40,809.22,4856.36,278.03,1835.66
6800,3397.03,25953.93,9889.84,4144.72,24.12,39989.82,5462.42,773.28,4748.20,302.00,1901.44
6816,3389.19,26180.13,9802.07,4067.83,30.63,40272.21,5352.73,731.97,4648.26,329.62,1953.54
6832,3427.57,26276.02,9708.02,4054.84,32.62,40456.69,5290.74,708.14,4606.26,346.23,1968.80
6848,3399.67,26250.41,9756.57,4049.06,32.67,40388.21,5310.04,715.57,4612.10,341.43,1972.03
6864,3347.75,26274.61,9823.81,4017.95,34.88,40311.28,5329.24,724.66,4611.05,334.91,1983.32
6880,3318.32,26284.75,9863.41,4002.19,36.13,40262.94,5342.42,730.77,4613.20,330.77,1987.98
6896,3320.29,26311.94,9850.79,3990.87,37.38,40303.05,5326.06,725.04,4594.41,334.73,2002.40
6912,3251.18,26527.17,9902.77,3891.64,47.00,40259.80,5336.52,738.65,4586.15,322.30,2019.12
6928,3141.94,26882.36,10003.01,3738.58,65.25,40121.88,5388.95,777.63,4617.31,294.94,2015.43
6944,3085.57,27512.35,9996.84,3501.12,101.52,40180.12,5388.49,813.08,4608.41,276.87,2046.71
6960,3025.85,28223.55,10032.88,3250.26,151.20,40120.76,5455.91,886.68,4677.82,248.84,2035.53
6976,3042.84,28941.98,9981.68,3012.26,209.02,40198.76,5492.01,955.84,4734.07,235.04,2037.73
6992,3112.50,29582.30,9876.56,2808.21,267.42,40356.59,5508.05,1018.45,4782.84,231.38,2044.51
7008,3251.26,30043.80,9663.73,2655.54,317.11,40729.01,5440.45,1045.44,4759.96,248.29,2094.27
7024,3399.86,30369.40,9438.23,2541.96,360.26,41131.27,5358.70,1063.72,4727.98,270.04,2146.40
7040,3520.96,30455.07,9235.37,2495.97,383.61,41536.02,5250.70,1056.56,4662.03,297.53,2211.49
7056,3641.21,30351.20,9004.46,2496.42,396.33,42059.34,5087.73,1025.55,4545.95,338.98,2309.55
7072,3755.09,30266.78,8790.50,2491.16,415.38,42541.21,4953.31,1012.51,4467.42,375.24,2383.57
7088,3882.18,30294.56,8581.20,2453.10,449.37,42947.45,4874.96,1033.50,4460.71,397.01,2407.28
7104,4041.35,30255.49,8306.50,2421.38,495.08,43511.91,4768.00,1064.57,4458.51,428.18,2433.98
7120,4104.75,30120.10,8165.03,2434.42,513.97,43877.64,4681.77,1071.25,4433.84,454.18,2465.87
7136,4128.25,30121.25,8125.25,2425.71,523.37,43943.67,4679.31,1083.40,4451.93,453.72,2453.97
7152,4186.56,30350.96,8103.61,2360.21,543.24,43781.45,4770.19,1120.53,4540.03,424.79,2386.70
7168,4249.28,30823.37,8173.11,2254.89,557.78,43257.25,4960.23,1156.61,4653.52,373.56,2302.92
7184,4299.04,31102.96,8203.58,2193.03,569.36,42957.69,5072.04,1177.88,4716.63,346.68,2262.22
7200,4385.57,31346.01,8163.71,2122.74,595.79,42759.28,5182.65,1216.31,4805.71,318.30,2206.74
7216,4440.46,31517.50,8151.33,2078.36,610.35,42595.50,5257.28,1235.07,4851.42,302.40,2183.54
7232,4484.10,31620.23,8127.31,2046.77,623.43,42503.17,5308.98,1251.35,4887.93,291.09,2165.51
7248,4561.93,31835.16,8109.12,1991.95,641.05,42277.63,5401.00,1266.30,4923.77,277.63,2160.89
7264,4613.77,31898.99,8051.98,1957.44,661.54,42220.20,5459.60,1291.76,4975.90,263.98,2136.83
7280,4627.86,31902.12,8026.98,1947.51,669.50,42219.29,5478.22,1303.12,4998.86,258.39,2124.69
7296,4632.04,31848.50,7983.06,1942.43,680.83,42277.34,5492.99,1323.30,5038.99,249.55,2099.13
7312,4570.11,31765.96,8043.15,1985.49,660.29,42415.59,5420.97,1311.01,5018.19,256.07,2086.72
7328,4504.46,31691.67,8118.00,2034.59,636.75,42570.57,5339.18,1298.34,4998.16,263.10,2068.95
7344,4406.93,31630.34,8270.95,2118.88,593.42,42810.45,5196.06,1273.71,4959.98,277.22,2038.42
7360,4235.81,31507.22,8541.77,2279.25,524.79,43316.32,4947.93,1254.93,4943.37,295.73,1953.95
7376,4171.55,31729.70,8900.41,2418.98,441.95,43584.86,4686.48,1193.74,4841.32,341.16,1917.25
7392,4098.30,31833.26,9193.22,2559.14,384.02,43967.95,4472.17,1181.79,4836.15,366.37,1842.04
7408,4065.49,32007.88,9477.77,2687.21,332.91,44306.84,4276.83,1175.81,4842.21,391.50,1768.19
7424,4090.57,32248.86,9694.86,2767.67,294.51,44480.12,4133.89,1162.92,4830.53,416.75,1721.65
7440,4173.20,32560.62,9842.37,2795.60,264.52,44459.53,4032.09,1131.73,4778.95,447.90,1706.63
7456,4268.94,32822.64,9892.59,2775.59,248.38,44294.39,3985.17,1092.00,4704.45,477.70,1720.06
7472,4372.19,33019.98,9832.36,2699.43,246.41,43939.83,3993.94,1033.54,4583.88,514.13,1771.81
7488,4357.09,32916.96,9732.95,2654.99,261.25,43791.30,4055.83,1020.09,4545.32,516.10,1814.58
7504,4315.50,32758.05,9636.99,2622.05,278.39,43691.71,4123.07,1014.62,4520.19,514.21,1855.62
7520,4280.38,32592.11,9502.42,2563.95,299.70,43477.67,4202.62,991.23,4454.25,526.93,1915.02
7536,4296.16,32496.03,9286.43,2438.62,323.88,42962.09,4274.34,918.65,4291.26,580.89,1988.50
7552,4329.36,32413.15,9026.62,2282.42,352.88,42301.36,4335.37,825.32,4089.42,659.23,2055.18
7568,4323.93,32281.27,8828.49,2174.68,380.86,41835.30,4392.72,762.69,3948.25,717.92,2104.62
7584,4252.88,32022.21,8660.18,2105.92,415.49,41517.41,4487.70,723.57,3838.88,761.08,2172.35
7600,4237.83,31976.28,8642.17,2101.83,421.03,41495.21,4508.36,721.59,3826.95,764.81,2189.09
7616,4209.95,31943.48,8706.63,2149.94,421.54,41677.99,4549.89,746.51,3853.54,748.54,2230.90
7632,4253.88,32088.11,8804.29,2194.88,404.53,41894.27,4522.95,776.31,3916.47,720.14,2229.53
7648,4298.65,32190.07,8801.34,2179.15,393.05,41879.70,4467.25,776.51,3942.41,710.56,2190.93
7664,4244.21,32047.78,8765.59,2174.45,409.91,41799.26,4526.70,762.68,3890.94,732.14,2223.48
7680,4165.24,31870.42,8820.13,2234.91,440.01,41869.21,4690.13,761.08,3802.54,772.04,2341.06
7696,4135.14,31823.64,8963.62,2339.32,466.23,42086.84,4869.77,777.76,3728.32,813.38,2485.28
7712,4123.88,31808.50,9117.91,2448.19,498.22,42279.12,5060.53,790.30,3637.74,869.81,2625.56
7728,4175.99,31945.16,9393.14,2624.23,538.86,42635.78,5321.54,821.18,3525.96,954.99,2825.79
7744,4309.05,32282.41,9715.21,2811.47,562.16,43120.20,5535.38,874.77,3464.22,1028.30,3022.37
7760,4508.65,32778.70,10101.05,3028.69,583.24,43720.93,5759.98,946.35,3412.06,1115.12,3241.39
7776,4680.51,33191.07,10414.71,3207.58,609.73,44169.50,5961.38,998.92,3348.15,1203.92,3409.27
7792,4954.08,33864.92,10846.06,3446.87,631.40,44870.25,6198.98,1089.01,3297.25,1320.12,3640.52
7808,5224.05,34559.41,11225.94,3653.15,632.96,45615.41,6371.58,1195.02,3296.66,1419.32,3867.52
7824,5355.70,34934.04,11386.35,3736.62,613.86,46074.46,6411.18,1268.16,3340.26,1457.35,4001.02
7840,5359.50,34982.23,11375.44,3727.55,593.54,46203.74,6374.83,1294.78,3384.67,1450.91,4041.42
7856,5320.42,34926.36,11307.53,3687.58,569.36,46256.52,6307.23,1314.12,3441.46,1429.66,4068.21
7872,5355.39,35032.65,11354.46,3714.28,566.94,46381.23,6332.95,1330.90,3437.33,1448.86,4096.52
7888,5406.43,35199.26,11427.07,3757.28,562.65,46594.76,6379.16,1359.50,3426.54,1484.73,4143.03
7904,5436.03,35330.89,11472.58,3786.83,551.55,46830.50,6410.20,1395.53,3428.57,1520.16,4200.36
7920,5430.24,35364.57,11469.99,3789.28,538.65,46981.88,6412.07,1423.19,3442.75,1539.82,4244.91
7936,5393.50,35361.93,11434.82,3778.75,513.31,47236.11,6405.70,1473.61,3471.51,1575.43,4324.85
7952,5290.02,35250.84,11320.91,3733.24,465.09,47650.25,6369.72,1567.67,3539.14,1637.29,4477.41
7968,5138.11,35007.43,11141.08,3654.14,411.47,48041.91,6304.16,1672.77,3629.27,1702.44,4649.69
7984,5032.39,34937.84,11057.60,3642.65,370.74,48628.68,6349.11,1783.21,3642.14,1814.30,4779.12
8000,4919.77,34847.02,10972.13,3635.12,335.56,49219.52,6412.83,1891.41,3638.43,1932.45,4884.74
8016,4777.49,34560.51,10797.91,3561.90,299.13,49543.49,6379.19,1986.40,3695.08,2012.17,5012.05
8032,4594.26,34073.61,10522.42,3422.32,254.14,49740.03,6262.27,2099.16,3814.84,2089.68,5197.98
8048,4400.48,33466.25,10186.86,3240.93,206.82,49859.34,6095.10,2232.15,3976.99,2179.78,5429.72
8064,4215.94,32885.57,9868.10,3077.35,164.83,50078.91,5973.52,2376.39,4108.27,2296.49,5635.64
8080,3994.22,32250.25,9523.33,2924.62,121.71,50561.16,5930.42,2554.18,4186.11,2466.20,5799.50
8096,3776.12,31497.56,9117.30,2731.36,79.99,51024.21,5853.19,2770.66,4300.95,2671.47,6003.34
8112,3654.38,30886.20,8783.92,2549.04,53.52,51235.30,5732.08,2960.01,4445.39,2845.90,6214.47
8128,3615.49,30471.76,8550.50,2402.13,39.88,51276.80,5604.12,3111.67,4586.82,2985.99,6403.06
8144,3631.92,30280.66,8434.64,2312.37,35.92,51208.03,5500.48,3205.00,4694.91,3073.02,6538.46
8160,3699.95,30140.34,8333.37,2207.89,36.46,51027.61,5350.18,3321.41,4847.79,3185.28,6722.46
8176,3794.49,30105.63,8284.53,2126.39,41.92,50800.40,5204.56,3424.73,4996.05,3289.36,6896.16
8192,3899.00,30225.60,8321.89,2093.41,51.73,50500.73,5075.84,3480.97,5126.01,3351.98,7048.16
8208,3934.97,30286.97,8346.38,2088.62,55.80,50384.67,5031.91,3495.32,5171.40,3370.08,7102.31
8224,3956.56,30444.47,8433.03,2124.15,61.61,50191.61,4992.84,3466.06,5215.80,3351.28,7165.96
8240,3970.77,30788.50,8636.89,2224.71,75.00,49780.10,4925.56,3380.22,5305.32,3293.90,7306.03
8256,3926.68,31128.16,8869.34,2369.92,91.42,49357.03,4884.34,3248.21,5394.60,3201.67,7470.98
8272,3873.74,31367.17,9048.03,2490.79,107.24,49028.30,4853.34,3149.58,5478.10,3141.91,7621.01
8288,3867.23,31750.73,9295.45,2619.13,134.98,48498.93,4745.04,3102.35,5648.44,3154.74,7855.10
8304,3906.08,32282.65,9613.10,2754.30,175.83,47787.31,4562.64,3118.69,5896.30,3250.14,8145.50
8320,3938.75,32674.35,9845.17,2847.61,208.41,47274.33,4422.16,3158.23,6078.40,3346.70,8335.09
8336,4038.57,33052.34,10020.25,2870.75,232.82,46904.96,4283.95,3265.78,6196.21,3473.69,8391.22
8352,4040.79,33291.11,10175.09,2939.14,257.38,46564.54,4188.67,3307.20,6318.76,3555.91,8497.21
8368,4028.74,33300.38,10191.27,2954.12,260.68,46517.96,4179.91,3303.71,6340.84,3563.47,8526.15
